transaction_id,timestamp,date,hour,merchant_id,customer_id,amount,currency,payment_method,status,error_code,root_cause,recovery_strategy,retry_count,subscription_id,merchant_config
txn_000041,2024-01-15 06:40:00,2024-01-15,06,m_test_123456,cust_9317,2743,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000042,2024-01-15 06:50:00,2024-01-15,06,m_test_123456,cust_7126,4258,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000043,2024-01-15 07:00:00,2024-01-15,07,m_test_123456,cust_6310,3646,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000044,2024-01-15 07:10:00,2024-01-15,07,m_test_123456,cust_2832,9005,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000045,2024-01-15 07:20:00,2024-01-15,07,m_test_123456,cust_4923,6947,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000046,2024-01-15 07:30:00,2024-01-15,07,m_test_123456,cust_2290,1949,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000047,2024-01-15 07:40:00,2024-01-15,07,m_test_123456,cust_2133,2403,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000048,2024-01-15 07:50:00,2024-01-15,07,m_test_123456,cust_3103,9727,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000049,2024-01-15 08:00:00,2024-01-15,08,m_test_123456,cust_5342,8787,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000050,2024-01-15 08:10:00,2024-01-15,08,m_test_123456,cust_4470,9645,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000051,2024-01-15 08:20:00,2024-01-15,08,m_test_123456,cust_6107,9835,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000052,2024-01-15 08:30:00,2024-01-15,08,m_test_123456,cust_8177,7537,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000053,2024-01-15 08:40:00,2024-01-15,08,m_test_123456,cust_2982,9479,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000054,2024-01-15 08:50:00,2024-01-15,08,m_test_123456,cust_2049,5061,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000055,2024-01-15 09:00:00,2024-01-15,09,m_test_123456,cust_4770,6539,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000056,2024-01-15 09:10:00,2024-01-15,09,m_test_123456,cust_2163,4608,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000057,2024-01-15 09:20:00,2024-01-15,09,m_test_123456,cust_2104,1964,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000058,2024-01-15 09:30:00,2024-01-15,09,m_test_123456,cust_2160,1514,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000059,2024-01-15 09:40:00,2024-01-15,09,m_test_123456,cust_5562,9423,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000060,2024-01-15 09:50:00,2024-01-15,09,m_test_123456,cust_9834,8953,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000061,2024-01-15 10:00:00,2024-01-15,10,m_test_123456,cust_4981,3167,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000062,2024-01-15 10:10:00,2024-01-15,10,m_test_123456,cust_4119,8749,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000063,2024-01-15 10:20:00,2024-01-15,10,m_test_123456,cust_8062,2545,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000064,2024-01-15 10:30:00,2024-01-15,10,m_test_123456,cust_7735,6804,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000065,2024-01-15 10:40:00,2024-01-15,10,m_test_123456,cust_2612,8651,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000066,2024-01-15 10:50:00,2024-01-15,10,m_test_123456,cust_6559,1993,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000067,2024-01-15 11:00:00,2024-01-15,11,m_test_123456,cust_4139,2790,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000068,2024-01-15 11:10:00,2024-01-15,11,m_test_123456,cust_3296,4116,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000069,2024-01-15 11:20:00,2024-01-15,11,m_test_123456,cust_5563,7912,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000070,2024-01-15 11:30:00,2024-01-15,11,m_test_123456,cust_2235,8579,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000071,2024-01-15 11:40:00,2024-01-15,11,m_test_123456,cust_1828,8260,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000072,2024-01-15 11:50:00,2024-01-15,11,m_test_123456,cust_2528,9856,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000073,2024-01-15 12:00:00,2024-01-15,12,m_test_123456,cust_7658,4872,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000074,2024-01-15 12:10:00,2024-01-15,12,m_test_123456,cust_4502,8956,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000075,2024-01-15 12:20:00,2024-01-15,12,m_test_123456,cust_3697,7570,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000076,2024-01-15 12:30:00,2024-01-15,12,m_test_123456,cust_7396,7209,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000077,2024-01-15 12:40:00,2024-01-15,12,m_test_123456,cust_5673,5345,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000078,2024-01-15 12:50:00,2024-01-15,12,m_test_123456,cust_3536,7930,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000079,2024-01-15 13:00:00,2024-01-15,13,m_test_123456,cust_4566,4111,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000080,2024-01-15 13:10:00,2024-01-15,13,m_test_123456,cust_6138,1958,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000081,2024-01-15 13:20:00,2024-01-15,13,m_test_123456,cust_8811,1936,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000082,2024-01-15 13:30:00,2024-01-15,13,m_test_123456,cust_1931,9238,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000083,2024-01-15 13:40:00,2024-01-15,13,m_test_123456,cust_4044,9320,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000084,2024-01-15 13:50:00,2024-01-15,13,m_test_123456,cust_4853,2122,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000085,2024-01-15 14:00:00,2024-01-15,14,m_test_123456,cust_5033,7615,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000086,2024-01-15 14:10:00,2024-01-15,14,m_test_123456,cust_7868,1651,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000087,2024-01-15 14:20:00,2024-01-15,14,m_test_123456,cust_5272,9565,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000088,2024-01-15 14:30:00,2024-01-15,14,m_test_123456,cust_4910,4346,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000089,2024-01-15 14:40:00,2024-01-15,14,m_test_123456,cust_3144,5351,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000090,2024-01-15 14:50:00,2024-01-15,14,m_test_123456,cust_6180,5915,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000091,2024-01-15 15:00:00,2024-01-15,15,m_test_123456,cust_8508,2188,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000092,2024-01-15 15:10:00,2024-01-15,15,m_test_123456,cust_9808,2638,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000093,2024-01-15 15:20:00,2024-01-15,15,m_test_123456,cust_3170,4492,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000094,2024-01-15 15:30:00,2024-01-15,15,m_test_123456,cust_5002,6718,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000095,2024-01-15 15:40:00,2024-01-15,15,m_test_123456,cust_3584,7054,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000096,2024-01-15 15:50:00,2024-01-15,15,m_test_123456,cust_9666,8179,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000097,2024-01-15 16:00:00,2024-01-15,16,m_test_123456,cust_2697,1128,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000098,2024-01-15 16:10:00,2024-01-15,16,m_test_123456,cust_2891,3200,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000099,2024-01-15 16:20:00,2024-01-15,16,m_test_123456,cust_5462,2753,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000100,2024-01-15 16:30:00,2024-01-15,16,m_test_123456,cust_6617,5616,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000101,2024-01-15 16:40:00,2024-01-15,16,m_test_123456,cust_9280,4335,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000102,2024-01-15 16:50:00,2024-01-15,16,m_test_123456,cust_1832,9004,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000103,2024-01-15 17:00:00,2024-01-15,17,m_test_123456,cust_5533,2512,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000104,2024-01-15 17:10:00,2024-01-15,17,m_test_123456,cust_6464,1722,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000105,2024-01-15 17:20:00,2024-01-15,17,m_test_123456,cust_3647,3143,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000106,2024-01-15 17:30:00,2024-01-15,17,m_test_123456,cust_1158,8239,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000107,2024-01-15 17:40:00,2024-01-15,17,m_test_123456,cust_3442,2832,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000108,2024-01-15 17:50:00,2024-01-15,17,m_test_123456,cust_7049,9938,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000109,2024-01-15 18:00:00,2024-01-15,18,m_test_123456,cust_3088,3426,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000110,2024-01-15 18:10:00,2024-01-15,18,m_test_123456,cust_6974,1685,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000111,2024-01-15 18:20:00,2024-01-15,18,m_test_123456,cust_4441,1653,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000112,2024-01-15 18:30:00,2024-01-15,18,m_test_123456,cust_6794,5088,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000113,2024-01-15 18:40:00,2024-01-15,18,m_test_123456,cust_4878,7658,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000114,2024-01-15 18:50:00,2024-01-15,18,m_test_123456,cust_7755,3662,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000115,2024-01-15 19:00:00,2024-01-15,19,m_test_123456,cust_6442,1406,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000116,2024-01-15 19:10:00,2024-01-15,19,m_test_123456,cust_5371,7745,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000117,2024-01-15 19:20:00,2024-01-15,19,m_test_123456,cust_7267,3608,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000118,2024-01-15 19:30:00,2024-01-15,19,m_test_123456,cust_4644,1634,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000119,2024-01-15 19:40:00,2024-01-15,19,m_test_123456,cust_6728,4269,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000120,2024-01-15 19:50:00,2024-01-15,19,m_test_123456,cust_4652,6000,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000121,2024-01-15 20:00:00,2024-01-15,20,m_test_123456,cust_7528,1387,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000122,2024-01-15 20:10:00,2024-01-15,20,m_test_123456,cust_2137,6378,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000123,2024-01-15 20:20:00,2024-01-15,20,m_test_123456,cust_9346,5573,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000124,2024-01-15 20:30:00,2024-01-15,20,m_test_123456,cust_1452,7548,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000125,2024-01-15 20:40:00,2024-01-15,20,m_test_123456,cust_3925,2889,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000126,2024-01-15 20:50:00,2024-01-15,20,m_test_123456,cust_2776,5349,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000127,2024-01-15 21:00:00,2024-01-15,21,m_test_123456,cust_6139,8119,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000128,2024-01-15 21:10:00,2024-01-15,21,m_test_123456,cust_7311,8149,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000129,2024-01-15 21:20:00,2024-01-15,21,m_test_123456,cust_1727,4114,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000130,2024-01-15 21:30:00,2024-01-15,21,m_test_123456,cust_9518,8144,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000131,2024-01-15 21:40:00,2024-01-15,21,m_test_123456,cust_6967,9821,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000132,2024-01-15 21:50:00,2024-01-15,21,m_test_123456,cust_6409,8066,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000133,2024-01-15 22:00:00,2024-01-15,22,m_test_123456,cust_5920,6143,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000134,2024-01-15 22:10:00,2024-01-15,22,m_test_123456,cust_7691,9308,INR,netbanking,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000135,2024-01-15 22:20:00,2024-01-15,22,m_test_123456,cust_5844,6344,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000136,2024-01-15 22:30:00,2024-01-15,22,m_test_123456,cust_7888,3085,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000137,2024-01-15 22:40:00,2024-01-15,22,m_test_123456,cust_5930,7211,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000138,2024-01-15 22:50:00,2024-01-15,22,m_test_123456,cust_5978,7653,INR,card,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000139,2024-01-15 23:00:00,2024-01-15,23,m_test_123456,cust_8043,5700,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000140,2024-01-15 23:10:00,2024-01-15,23,m_test_123456,cust_8238,6279,INR,wallet,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000141,2024-01-15 23:20:00,2024-01-15,23,m_test_123456,cust_9375,8244,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
txn_000142,2024-01-15 23:30:00,2024-01-15,23,m_test_123456,cust_2389,8752,INR,upi,success,,,,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}"
