transaction_id,timestamp,date,hour,merchant_id,customer_id,amount,currency,payment_method,status,error_code,root_cause,recovery_strategy,retry_count,subscription_id,merchant_config,hour_int,recovered,attempts_made
txn_000270,2024-01-16 19:50:00,2024-01-16,19,m_test_123456,cust_6091,4920,INR,upi,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",19,False,2
txn_000271,2024-01-16 20:00:00,2024-01-16,20,m_test_123456,cust_4681,7684,INR,card,failed,payment_timed_out,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000272,2024-01-16 20:10:00,2024-01-16,20,m_test_123456,cust_3522,8560,INR,card,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,1
txn_000273,2024-01-16 20:20:00,2024-01-16,20,m_test_123456,cust_7807,9337,INR,netbanking,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000274,2024-01-16 20:30:00,2024-01-16,20,m_test_123456,cust_3369,4993,INR,wallet,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000275,2024-01-16 20:40:00,2024-01-16,20,m_test_123456,cust_2143,9327,INR,upi,failed,incorrect_cvv,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000276,2024-01-16 20:50:00,2024-01-16,20,m_test_123456,cust_1042,6568,INR,netbanking,failed,otp_expired,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000277,2024-01-16 21:00:00,2024-01-16,21,m_test_123456,cust_8316,9022,INR,upi,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,1
txn_000278,2024-01-16 21:10:00,2024-01-16,21,m_test_123456,cust_8460,6446,INR,wallet,failed,incorrect_otp,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000279,2024-01-16 21:20:00,2024-01-16,21,m_test_123456,cust_4826,4912,INR,wallet,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000280,2024-01-16 21:30:00,2024-01-16,21,m_test_123456,cust_8749,1715,INR,netbanking,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,1
txn_000281,2024-01-16 21:40:00,2024-01-16,21,m_test_123456,cust_9115,7325,INR,upi,failed,otp_expired,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000282,2024-01-16 21:50:00,2024-01-16,21,m_test_123456,cust_2644,9229,INR,netbanking,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,3
txn_000283,2024-01-16 22:00:00,2024-01-16,22,m_test_123456,cust_1251,2633,INR,wallet,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000284,2024-01-16 22:10:00,2024-01-16,22,m_test_123456,cust_8692,3529,INR,card,failed,otp_expired,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000285,2024-01-16 22:20:00,2024-01-16,22,m_test_123456,cust_2315,6546,INR,wallet,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,2
txn_000286,2024-01-16 22:30:00,2024-01-16,22,m_test_123456,cust_9864,6188,INR,wallet,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000287,2024-01-16 22:40:00,2024-01-16,22,m_test_123456,cust_4727,4846,INR,netbanking,failed,debit_instrument_blocked,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,2
txn_000288,2024-01-16 22:50:00,2024-01-16,22,m_test_123456,cust_8269,2612,INR,card,failed,otp_expired,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,2
txn_000289,2024-01-16 23:00:00,2024-01-16,23,m_test_123456,cust_6314,1474,INR,card,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000290,2024-01-16 23:10:00,2024-01-16,23,m_test_123456,cust_8056,6873,INR,netbanking,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,2
txn_000291,2024-01-16 23:20:00,2024-01-16,23,m_test_123456,cust_3785,7751,INR,upi,failed,payment_timed_out,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,2
txn_000292,2024-01-16 23:30:00,2024-01-16,23,m_test_123456,cust_9153,7267,INR,upi,failed,incorrect_cvv,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,2
txn_000293,2024-01-16 23:40:00,2024-01-16,23,m_test_123456,cust_5161,4804,INR,wallet,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,2
txn_000294,2024-01-16 23:50:00,2024-01-16,23,m_test_123456,cust_5712,1153,INR,wallet,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000295,2024-01-17 00:00:00,2024-01-17,0,m_test_123456,cust_6661,2210,INR,wallet,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,2
txn_000296,2024-01-17 00:10:00,2024-01-17,0,m_test_123456,cust_8484,7951,INR,netbanking,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,3
txn_000297,2024-01-17 00:20:00,2024-01-17,0,m_test_123456,cust_2747,7302,INR,wallet,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,1
txn_000298,2024-01-17 00:30:00,2024-01-17,0,m_test_123456,cust_5837,6881,INR,netbanking,failed,incorrect_cvv,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000299,2024-01-17 00:40:00,2024-01-17,0,m_test_123456,cust_1132,7484,INR,netbanking,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000300,2024-01-17 00:50:00,2024-01-17,0,m_test_123456,cust_5689,1803,INR,wallet,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000418,2024-01-17 19:30:00,2024-01-17,19,m_test_123456,cust_9307,2257,INR,card,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",19,False,2
txn_000419,2024-01-17 19:40:00,2024-01-17,19,m_test_123456,cust_4084,1672,INR,wallet,failed,incorrect_cvv,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",19,True,2
txn_000420,2024-01-17 19:50:00,2024-01-17,19,m_test_123456,cust_2013,9214,INR,upi,failed,authentication_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",19,False,2
txn_000421,2024-01-17 20:00:00,2024-01-17,20,m_test_123456,cust_1641,2381,INR,upi,failed,incorrect_otp,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000422,2024-01-17 20:10:00,2024-01-17,20,m_test_123456,cust_6962,8199,INR,upi,failed,authentication_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000423,2024-01-17 20:20:00,2024-01-17,20,m_test_123456,cust_6543,7347,INR,wallet,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000424,2024-01-17 20:30:00,2024-01-17,20,m_test_123456,cust_6401,6482,INR,card,failed,card_expired,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000425,2024-01-17 20:40:00,2024-01-17,20,m_test_123456,cust_5128,7333,INR,netbanking,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,1
txn_000426,2024-01-17 20:50:00,2024-01-17,20,m_test_123456,cust_2335,3463,INR,netbanking,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,2
txn_000427,2024-01-17 21:00:00,2024-01-17,21,m_test_123456,cust_7421,6731,INR,netbanking,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,2
txn_000428,2024-01-17 21:10:00,2024-01-17,21,m_test_123456,cust_6381,6072,INR,wallet,failed,debit_instrument_blocked,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,2
txn_000429,2024-01-17 21:20:00,2024-01-17,21,m_test_123456,cust_1298,7937,INR,netbanking,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,False,3
txn_000430,2024-01-17 21:30:00,2024-01-17,21,m_test_123456,cust_8967,4509,INR,netbanking,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000431,2024-01-17 21:40:00,2024-01-17,21,m_test_123456,cust_5846,3538,INR,card,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,1
txn_000432,2024-01-17 21:50:00,2024-01-17,21,m_test_123456,cust_6517,9317,INR,card,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,3
txn_000433,2024-01-17 22:00:00,2024-01-17,22,m_test_123456,cust_3658,7172,INR,upi,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000434,2024-01-17 22:10:00,2024-01-17,22,m_test_123456,cust_1715,3712,INR,wallet,failed,incorrect_cvv,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000435,2024-01-17 22:20:00,2024-01-17,22,m_test_123456,cust_5668,4891,INR,wallet,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000436,2024-01-17 22:30:00,2024-01-17,22,m_test_123456,cust_6070,4833,INR,upi,failed,authentication_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,2
txn_000437,2024-01-17 22:40:00,2024-01-17,22,m_test_123456,cust_8218,4178,INR,netbanking,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000438,2024-01-17 22:50:00,2024-01-17,22,m_test_123456,cust_3655,7256,INR,wallet,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000439,2024-01-17 23:00:00,2024-01-17,23,m_test_123456,cust_8873,5096,INR,card,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000440,2024-01-17 23:10:00,2024-01-17,23,m_test_123456,cust_5670,9452,INR,card,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000441,2024-01-17 23:20:00,2024-01-17,23,m_test_123456,cust_9410,5469,INR,wallet,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,2
txn_000442,2024-01-17 23:30:00,2024-01-17,23,m_test_123456,cust_8391,2502,INR,upi,failed,otp_expired,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,2
txn_000443,2024-01-17 23:40:00,2024-01-17,23,m_test_123456,cust_7495,7797,INR,card,failed,bank_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,3
txn_000444,2024-01-17 23:50:00,2024-01-17,23,m_test_123456,cust_7142,7326,INR,card,failed,transaction_limit_exceeded,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,1
txn_000445,2024-01-18 00:00:00,2024-01-18,0,m_test_123456,cust_3392,2623,INR,netbanking,failed,incorrect_otp,CUSTOMER_SIDE,Ask customer to retry with correct details,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000446,2024-01-18 00:10:00,2024-01-18,0,m_test_123456,cust_8685,8740,INR,upi,failed,transaction_daily_limit_exceeded,CUSTOMER_SIDE,Wait 24h or ask customer to use different method,0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000447,2024-01-18 00:20:00,2024-01-18,0,m_test_123456,cust_5193,2298,INR,card,failed,card_expired,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000448,2024-01-18 00:30:00,2024-01-18,0,m_test_123456,cust_2821,9991,INR,wallet,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000449,2024-01-18 00:40:00,2024-01-18,0,m_test_123456,cust_1782,5934,INR,card,failed,transaction_limit_exceeded,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,False,2
txn_000450,2024-01-18 00:50:00,2024-01-18,0,m_test_123456,cust_2816,8489,INR,card,failed,payment_risk_check_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",0,True,1
txn_000571,2024-01-18 20:00:00,2024-01-18,20,m_test_123456,cust_2020,9221,INR,wallet,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000572,2024-01-18 20:10:00,2024-01-18,20,m_test_123456,cust_9609,6325,INR,wallet,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000573,2024-01-18 20:20:00,2024-01-18,20,m_test_123456,cust_9950,8531,INR,netbanking,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,1
txn_000574,2024-01-18 20:30:00,2024-01-18,20,m_test_123456,cust_5038,8932,INR,upi,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,3
txn_000575,2024-01-18 20:40:00,2024-01-18,20,m_test_123456,cust_5735,4684,INR,netbanking,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,False,3
txn_000576,2024-01-18 20:50:00,2024-01-18,20,m_test_123456,cust_6714,6194,INR,wallet,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",20,True,2
txn_000577,2024-01-18 21:00:00,2024-01-18,21,m_test_123456,cust_9899,5715,INR,card,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000578,2024-01-18 21:10:00,2024-01-18,21,m_test_123456,cust_5758,6654,INR,upi,failed,server_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000579,2024-01-18 21:20:00,2024-01-18,21,m_test_123456,cust_5201,6674,INR,wallet,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000580,2024-01-18 21:30:00,2024-01-18,21,m_test_123456,cust_5450,4310,INR,netbanking,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,1
txn_000581,2024-01-18 21:40:00,2024-01-18,21,m_test_123456,cust_9700,4972,INR,card,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,2
txn_000582,2024-01-18 21:50:00,2024-01-18,21,m_test_123456,cust_7771,1860,INR,card,failed,payment_failed,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",21,True,3
txn_000583,2024-01-18 22:00:00,2024-01-18,22,m_test_123456,cust_1084,2647,INR,upi,failed,payment_declined_due_to_high_traffic,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,1
txn_000584,2024-01-18 22:10:00,2024-01-18,22,m_test_123456,cust_8822,7666,INR,wallet,failed,insufficient_funds,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000585,2024-01-18 22:20:00,2024-01-18,22,m_test_123456,cust_1969,6262,INR,netbanking,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000586,2024-01-18 22:30:00,2024-01-18,22,m_test_123456,cust_3868,4804,INR,card,failed,debit_instrument_blocked,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,2
txn_000587,2024-01-18 22:40:00,2024-01-18,22,m_test_123456,cust_9116,1595,INR,wallet,failed,gateway_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,True,2
txn_000588,2024-01-18 22:50:00,2024-01-18,22,m_test_123456,cust_5888,1613,INR,card,failed,issuer_technical_error,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",22,False,3
txn_000589,2024-01-18 23:00:00,2024-01-18,23,m_test_123456,cust_8444,6489,INR,netbanking,failed,bank_not_available,SYSTEM_SIDE,"Retry with exponential backoff (5s, 10s, 20s, stop after 3)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,3
txn_000590,2024-01-18 23:10:00,2024-01-18,23,m_test_123456,cust_3198,9590,INR,wallet,failed,payment_timed_out,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,False,2
txn_000591,2024-01-18 23:20:00,2024-01-18,23,m_test_123456,cust_2845,5470,INR,upi,failed,authentication_failed,CUSTOMER_SIDE,"Retry with different payment method (UPI if was card, etc)",0,,"{'gateway_version': 'v2.1', 'retry_enabled': True, 'max_retries': 3}",23,True,2
